locus	Genus	Species
NC_019338	Arthrobacter	sp.
NC_019380	Aeromonas	hydrophila
NC_019381	Pasteurella	multocida
NC_019174	Haemophilus	influenzae
NC_019341	Pseudomonas	syringae
NC_017767	Thermus	thermophilus
NC_016137	Staphylococcus	hyicus
NC_016139	Staphylococcus	hyicus
NC_019211	Neisseria	gonorrhoeae
NC_019224	Rahnella	sp.
NC_019227	Bacillus	thuringiensis
NC_019248	Bartonella	sp.
NC_019344	Serratia	marcescens
NC_019385	Enterococcus	faecalis
NC_004444	Pseudomonas	resinovorans
NC_019182	Haemophilus	influenzae
NC_019333	Pseudomonas	syringae
NC_019360	Citrobacter	freundii
NC_019384	Klebsiella	pneumoniae
NC_011838	Pseudomonas	putida
NC_019389	Klebsiella	pneumoniae
NC_019390	Klebsiella	pneumoniae
NC_019533	Wheat	blue
NC_019553	Oenococcus	oeni
NC_019554	Oenococcus	oeni
NC_019534	Bacteroides	fragilis
NC_019535	Wheat	blue
NC_019536	Wheat	blue
NC_019557	Planococcus	citreus
NC_019558	Planococcus	citreus
NC_019669	Lactobacillus	paracasei
NC_019687	Clostridium	perfringens
NC_019688	Clostridium	perfringens
NC_019784	Mycoplasma	mycoides
NC_019785	Mycoplasma	yeatsii
NC_019786	Mycoplasma	cottewii
NC_019787	Mycoplasma	capricolum
NC_019794	Mycoplasma	capricolum
NC_019795	Mycoplasma	cottewii
NC_019796	Mycoplasma	mycoides
NC_019797	Mycoplasma	yeatsii
NC_019788	Mycoplasma	capricolum
NC_019883	Thermococcus	sp.
NC_019884	Thermococcus	sp.
NC_019885	Thermococcus	sp.
NC_019886	Thermococcus	sp.
NC_019887	Thermococcus	sp.
NC_019888	Klebsiella	pneumoniae
NC_019889	Klebsiella	pneumoniae
NC_019899	Klebsiella	pneumoniae
NC_019980	Pasteurella	stomatis
NC_019981	Pasteurella	multocida
NC_019982	Escherichia	coli
NC_019986	Enterobacter	cloacae
NC_019987	Klebsiella	pneumoniae
NC_019989	Klebsiella	pneumoniae
NC_019990	Escherichia	coli
NC_019992	Frederiksenia	canicola
NC_019988	Klebsiella	pneumoniae
NC_020088	Klebsiella	pneumoniae
NC_020091	Micrococcus	luteus
NC_020121	Xylella	fastidiosa
NC_020183	Staphylococcus	aureus
NC_005026	Bacteroides	fragilis
NC_005009	Pseudomonas	putida
NC_013951	Klebsiella	pneumoniae
NC_008594	Lactococcus	lactis
NC_015956	Riemerella	anatipestifer
NC_002098	Neisseria	gonorrhoeae
NC_011404	Enterobacter	cloacae
NC_014384	Escherichia	coli
NC_001371	Escherichia	coli
NC_010372	Myxococcus	fulvus
NC_002650	Treponema	denticola
NC_006909	Leptospirillum	ferrooxidans
NC_006134	Campylobacter	coli
NC_010858	Campylobacter	fetus
NC_004997	Campylobacter	jejuni
NC_005012	Campylobacter	jejuni
NC_006135	Campylobacter	jejuni
NC_007141	Campylobacter	jejuni
NC_008052	Campylobacter	jejuni
NC_006975	Campylobacter	lari
NC_004845	Helicobacter	pylori
NC_004949	Helicobacter	pylori
NC_004950	Helicobacter	pylori
NC_010884	Helicobacter	pylori
NC_010932	Helicobacter	pylori
NC_013547	Helicobacter	pylori
NC_014162	Helicobacter	pylori
NC_014163	Helicobacter	pylori
NC_002109	Francisella	tularensis
NC_002143	Comamonas	testosteroni
NC_016968	Comamonas	testosteroni
NC_016978	Comamonas	testosteroni
NC_005240	Xanthomonas	citri
NC_002575	Agrobacterium	rhizogenes
NC_010841	Agrobacterium	rhizogenes
NC_001275	Acetobacter	aceti
NC_003374	Gluconobacter	oxydans
NC_004458	Gluconobacter	oxydans
NC_009966	Fluoribacter	dumoffii
NC_013056	Acinetobacter	calcoaceticus
NC_010893	Moraxella	bovis
NC_010900	Moraxella	bovis
NC_005325	Moraxella	catarrhalis
NC_006968	Neisseria	lactamica
NC_010855	Neisseria	lactamica
NC_010867	Neisseria	lactamica
NC_008459	Bordetella	pertussis
NC_007093	Eikenella	corrodens
NC_010643	Providencia	rettgeri
NC_002809	Shigella	sonnei
NC_008439	Shigella	sonnei
NC_011759	Yersinia	pseudotuberculosis
NC_003123	Aeromonas	salmonicida
NC_003124	Aeromonas	salmonicida
NC_004338	Aeromonas	salmonicida
NC_004339	Aeromonas	salmonicida
NC_004340	Aeromonas	salmonicida
NC_009352	Aeromonas	salmonicida
NC_016611	Aeromonas	sobria
NC_006143	Aeromonas	caviae
NC_013178	Vibrio	alginolyticus
NC_004982	Vibrio	cholerae
NC_011403	Aliivibrio	fischeri
NC_016850	Aliivibrio	fischeri
NC_016853	Aliivibrio	fischeri
NC_002088	Vibrio	parahaemolyticus
NC_002473	Vibrio	parahaemolyticus
NC_012859	Vibrio	parahaemolyticus
NC_009701	Vibrio	vulnificus
NC_009702	Vibrio	vulnificus
NC_012758	Vibrio	vulnificus
NC_011797	Vibrio	fluvialis
NC_002579	Aggregatibacter	actinomycetemcomitans
NC_005245	Avibacterium	paragallinarum
NC_010912	Avibacterium	paragallinarum
NC_005329	[Haemophilus]	ducreyi
NC_002664	Histophilus	somni
NC_004345	Histophilus	somni
NC_002118	Coxiella	burnetii
NC_002131	Coxiella	burnetii
NC_002059	Butyrivibrio	fibrisolvens
NC_002002	Fusobacterium	nucleatum
NC_003091	Fusobacterium	nucleatum
NC_004974	Fusobacterium	nucleatum
NC_002636	Dichelobacter	nodosus
NC_001520	Acidithiobacillus	ferrooxidans
NC_002139	Selenomonas	ruminantium
NC_004984	Microcystis	aeruginosa
NC_001974	Synechococcus	sp.
NC_004832	Pediococcus	acidilactici
NC_010864	Pediococcus	acidilactici
NC_001758	Ruminococcus	flavefaciens
NC_007770	Staphylococcus	haemolyticus
NC_013033	Staphylococcus	simulans
NC_013944	Staphylococcus	simulans
NC_013945	Staphylococcus	simulans
NC_015176	Staphylococcus	simulans
NC_005076	Staphylococcus	sciuri
NC_006974	Staphylococcus	sciuri
NC_010626	Staphylococcus	sciuri
NC_002140	Streptococcus	suis
NC_001797	Streptococcus	agalactiae
NC_002136	Streptococcus	agalactiae
NC_015971	Streptococcus	agalactiae
NC_005021	Streptococcus	pneumoniae
NC_005022	Streptococcus	pneumoniae
NC_008350	Streptococcus	pneumoniae
NC_012642	Streptococcus	parasanguinis
NC_010540	Lactococcus	garvieae
NC_016970	Lactococcus	garvieae
NC_002094	Marinococcus	halophilus
NC_014104	Bacillus	amyloliquefaciens
NC_001496	Bacillus	anthracis
NC_002146	Bacillus	anthracis
NC_010924	Bacillus	cereus
NC_010934	Bacillus	cereus
NC_014757	Bacillus	cereus
NC_010853	Bacillus	coagulans
NC_005308	Bacillus	licheniformis
NC_005311	Bacillus	licheniformis
NC_006959	Bacillus	licheniformis
NC_005703	Bacillus	mycoides
NC_005704	Bacillus	mycoides
NC_006870	Bacillus	mycoides
NC_001858	Bacillus	pumilus
NC_005242	Lysinibacillus	sphaericus
NC_002062	Geobacillus	stearothermophilus
NC_010420	Geobacillus	stearothermophilus
NC_001765	Bacillus	subtilis
NC_001766	Bacillus	subtilis
NC_002075	Bacillus	subtilis
NC_006825	Bacillus	subtilis
NC_007956	Bacillus	subtilis
NC_013537	Bacillus	subtilis
NC_015148	Bacillus	subtilis
NC_010875	Paenibacillus	larvae
NC_005328	Bacillus	methanolicus
NC_012550	Lactobacillus	brevis
NC_012551	Lactobacillus	brevis
NC_014919	Lactobacillus	brevis
NC_006257	Lactobacillus	casei
NC_010242	Lactobacillus	casei
NC_014619	Lactobacillus	casei
NC_014620	Lactobacillus	casei
NC_001670	Lactobacillus	delbrueckii
NC_002191	Lactobacillus	delbrueckii
NC_004849	Lactobacillus	delbrueckii
NC_004850	Lactobacillus	delbrueckii
NC_004937	Lactobacillus	delbrueckii
NC_010909	Lactobacillus	delbrueckii
NC_003528	Lactobacillus	reuteri
NC_004532	Lactobacillus	reuteri
NC_010603	Lactobacillus	reuteri
NC_002148	Erysipelothrix	rhusiopathiae
NC_005206	Trueperella	pyogenes
NC_011332	Bifidobacterium	bifidum
NC_002133	Bifidobacterium	breve
NC_010930	Bifidobacterium	breve
NC_007068	Bifidobacterium	catenulatum
NC_003239	Corynebacterium	diphtheriae
NC_003227	Corynebacterium	glutamicum
NC_004833	Corynebacterium	renale
NC_007101	Spiroplasma	citri
NC_013777	Sulfolobus	solfataricus
NC_008318	Thermoplasma	acidophilum
NC_002093	Staphylococcus	lugdunensis
NC_007621	Staphylococcus	saprophyticus
NC_004308	Bartonella	grahamii
NC_004734	Acidithiobacillus	caldus
NC_010600	Acidithiobacillus	caldus
NC_010847	Paracoccus	aminophilus
NC_010920	Tomato	big
NC_005913	Beet	leafhopper
NC_014653	Photobacterium	damselae
NC_016983	Photobacterium	damselae
NC_008441	Streptomyces	laurentii
NC_002175	Methylophaga	thalassica
NC_010429	Stenotrophomonas	maltophilia
NC_010933	Bacillus	cereus
NC_004852	Sulfolobus	islandicus
NC_004977	Selenomonas	ruminantium
NC_016045	Selenomonas	ruminantium
NC_002095	Chlorobium	limicola
NC_012219	Clostridium	botulinum
NC_003458	Lactobacillus	acidophilus
NC_012549	Lactobacillus	brevis
NC_005001	Corynebacterium	diphtheriae
NC_001385	Corynebacterium	glutamicum
NC_002611	Acidipropionibacterium	acidipropionici
NC_005016	Mycobacterium	avium
NC_003846	Rhodococcus	erythropolis
NC_010011	Sulfolobus	islandicus
NC_005909	Pseudomonas	alcaligenes
NC_004939	Corynebacterium	striatum
NC_004938	Brevibacillus	borstelensis
NC_007167	Staphylococcus	pasteuri
NC_016049	Picrophilus	oshimae
NC_002061	Leptolyngbya	foveolarum
NC_004956	Pseudomonas	sp.
NC_007800	Bibersteinia	trehalosi
NC_006400	Spiroplasma	kunkelii
NC_004951	Pseudomonas	fulva
NC_001772	Clostridium	sp.
NC_007593	Pediococcus	damnosus
NC_010523	Tetragenococcus	halophilus
NC_010938	Tetragenococcus	halophilus
NC_015255	Tetragenococcus	halophilus
NC_015257	Tetragenococcus	halophilus
NC_001425	Streptomyces	flavovirens
NC_010872	Xanthomonas	axonopodis
NC_007184	Sodalis	glossinidius
NC_007186	Sodalis	glossinidius
NC_003114	Citrobacter	rodentium
NC_006571	Streptomyces	albulus
NC_010915	Paenibacillus	popilliae
NC_004160	Paracoccus	pantotrophus
NC_002117	Chlamydia	psittaci
NC_012890	Archaeoglobus	profundus
NC_006493	Sulfolobus	sp.
NC_003411	Mannheimia	varigena
NC_006830	Achromobacter	xylosoxidans
NC_010615	Bartonella	tribocorum
NC_004969	Pseudoalteromonas	sp.
NC_014164	Lactobacillus	acidipiscis
NC_006528	Thermotoga	petrophila
NC_004811	Flavobacterium	psychrophilum
NC_009476	Aeromonas	bestiarum
NC_006988	Pseudomonas	sp.
NC_006989	Pseudomonas	sp.
NC_006466	Cupriavidus	metallidurans
NC_006525	Cupriavidus	metallidurans
NC_006826	Sphingobium	xenophagum
NC_004341	Weissella	cibaria
NC_010078	Weissella	cibaria
NC_010914	Weissella	cibaria
NC_002806	Microscilla	sp.
NC_002760	Acinetobacter	sp.
NC_005307	Gordonia	westfalica
NC_003789	Klebsiella	sp.
NC_011030	Corynebacterium	casei
NC_010902	Cupriavidus	taiwanensis
NC_008308	Sphingomonas	sp.
NC_004936	Enterobacter	sp.
NC_004834	Erwinia	sp.
NC_005920	Pseudomonas	syringae
NC_014617	Bacillus	sp.
NC_006912	Streptomyces	sp.
NC_010675	Pseudoalteromonas	sp.
NC_008053	Rahnella	sp.
NC_007927	Streptomyces	sp.
NC_010874	Nocardia	sp.
NC_013090	endophytic	bacterium
NC_013417	Streptomyces	sp.
NC_014557	Bacillus	sp.
NC_002124	Halobacterium	sp.
NC_007098	Actinobacillus	pleuropneumoniae
NC_008049	Campylobacter	coli
NC_008051	Campylobacter	coli
NC_002112	Streptomyces	cyaneus
NC_004526	Cutibacterium	granulosum
NC_010406	Paulownia	witches'-broom
NC_007768	Staphylococcus	chromogenes
NC_007771	Staphylococcus	chromogenes
NC_010614	Vibrio	tapetis
NC_004574	Ruegeria	sp.
NC_007143	Campylobacter	coli
NC_013546	Actinobacillus	pleuropneumoniae
NC_003490	Corynebacterium	jeikeium
NC_004953	Corynebacterium	jeikeium
NC_010365	Sulfolobus	islandicus
NC_010598	Sulfolobus	islandicus
NC_013538	Nocardia	sp.
NC_001316	Moraxella	sp.
NC_015149	Bacillus	subtilis
NC_006907	Leptospirillum	ferrooxidans
NC_002141	Leptolyngbya	boryana
NC_007962	Campylobacter	lari
NC_001843	Helicobacter	pylori
NC_008351	Staphylococcus	simulans
NC_010370	Laribacter	hongkongensis
NC_003892	Pseudomonas	sp.
NC_010492	Arthrobacter	sp.
NC_004987	Xanthomonas	euvesicatoria
NC_010608	Exiguobacterium	arabatum
NC_011299	Acidianus	hospitalis
NC_014110	Pyrococcus	sp.
NC_014116	Thermococcus	sp.
NC_001387	Streptomyces	lividans
NC_001383	Stenotrophomonas	maltophilia
NC_001378	Shigella	sonnei
NC_001395	Staphylococcus	aureus
NC_001391	Staphylococcus	aureus
NC_001380	Streptococcus	agalactiae
NC_002748	Lactococcus	lactis
NC_001376	Bacillus	subtilis
NC_020228	Haemophilus	parainfluenzae
NC_020237	Staphylococcus	hyicus
NC_020251	Shigella	sonnei
NC_020270	Escherichia	coli
NC_020271	Escherichia	coli
NC_020280	Edwardsiella	ictaluri
NC_020281	Edwardsiella	ictaluri
NC_020282	Edwardsiella	ictaluri
NC_020295	Edwardsiella	ictaluri
NC_002134	Shigella	flexneri
NC_002122	Shigella	sonnei
NC_001373	Escherichia	coli
NC_005702	Leuconostoc	mesenteroides
NC_004837	Yersinia	pestis
NC_004839	Yersinia	pestis
NC_011980	Escherichia	coli
NC_002483	Escherichia	coli
NC_004835	Yersinia	pestis
NC_004836	Yersinia	pestis
NC_020412	Shigella	sonnei
NC_020413	Shigella	sonnei
NC_020420	uncultured	Termite
NC_020421	uncultured	Termite
NC_020422	uncultured	Termite
NC_020451	Vibrio	coralliilyticus
NC_020452	Pseudomonas	aeruginosa
NC_020552	Citrobacter	freundii
NC_020554	Enterococcus	faecium
NC_020811	Klebsiella	pneumoniae
NC_020818	Acinetobacter	baumannii
NC_004957	Lactobacillus	sp.
NC_001381	Mycobacterium	fortuitum
NC_004992	Leuconostoc	lactis
NC_012674	Pseudomonas	fluorescens
NC_020884	Bacillus	thuringiensis
NC_020893	Klebsiella	pneumoniae
NC_020550	Chlamydia	trachomatis
NC_021076	Staphylococcus	aureus
NC_021077	Comamonas	sp.
NC_021078	Klebsiella	pneumoniae
NC_021087	Enterobacter	cloacae
NC_021079	Klebsiella	pneumoniae
NC_021080	Rhodococcus	fascians
NC_021159	Aeromonas	hydrophila
NC_021186	[Haemophilus]	parasuis
NC_021187	Thermus	sp.
NC_021188	Thermus	sp.
NC_021198	Klebsiella	pneumoniae
NC_021199	Klebsiella	pneumoniae
NC_021209	Sinorhizobium	sp.
NC_021238	Klebsiella	pneumoniae
NC_021239	Paracoccus	marcusii
NC_021240	Paracoccus	marcusii
NC_021241	Paracoccus	marcusii
NC_021292	Vibrio	parahaemolyticus
NC_021293	Cronobacter	sakazakii
NC_021488	Klebsiella	pneumoniae
NC_021493	Campylobacter	jejuni
NC_021511	Escherichia	coli
NC_021513	Listeria	innocua
NC_021523	Escherichia	coli
NC_021524	Morganella	morganii
NC_021572	Lactobacillus	paracasei
NC_021573	Lactobacillus	paracasei
NC_021574	Lactobacillus	paracasei
NC_021575	Anabaena	variabilis
NC_021576	Klebsiella	pneumoniae
NC_021622	Klebsiella	pneumoniae
NC_021623	Borrelia	hermsii
NC_021570	Proteus	mirabilis
NC_021724	Aggregatibacter	actinomycetemcomitans
NC_021737	Clostridium	chauvoei
NC_021808	Vibrio	harveyi
NC_021914	Sulfolobus	solfataricus
NC_022074	Acetobacter	aceti
NC_022077	Streptococcus	pyogenes
NC_022105	Escherichia	coli
NC_022197	Proteus	mirabilis
NC_019282	Bacillus	sp.
NC_022333	Escherichia	coli
NC_022345	Pseudomonas	aeruginosa
NC_022346	Pseudomonas	aeruginosa
NC_022367	[Haemophilus]	parasuis
NC_022368	Bacillaceae	bacterium
NC_022375	Escherichia	coli
NC_022437	Pseudomonas	fluorescens
NC_022520	Klebsiella	pneumoniae
NC_022585	Shigella	sonnei
NC_022618	Staphylococcus	epidermidis
NC_022652	Klebsiella	pneumoniae
NC_014309	Ralstonia	solanacearum
NC_014308	Ralstonia	solanacearum
NC_022885	Escherichia	coli
NC_022963	Erwinia	piriflorinigrans
NC_022992	Escherichia	coli
NC_022993	Geobacillus	sp.
NC_022994	Geobacillus	sp.
NC_022996	Escherichia	coli
NC_023058	Exiguobacterium	sp.
NC_023059	Exiguobacterium	sp.
NC_023067	Streptomyces	sp.
NC_023068	Streptomyces	sp.
NC_023070	Exiguobacterium	sp.
NC_023074	Bacillus	thuringiensis
NC_023152	Thermotoga	sp.
NC_023278	Staphylococcus	aureus
NC_023282	Streptomyces	sp.
NC_023283	Streptomyces	sp.
NC_023284	Streptomyces	sp.
NC_023285	Streptomyces	sp.
NC_023286	Streptomyces	sp.
NC_023287	Exiguobacterium	sp.
NC_023288	Exiguobacterium	sp.
NC_023313	Staphylococcus	aureus
NC_023316	Streptomyces	sp.
NC_023317	Proteus	mirabilis
NC_023318	Proteus	vulgaris
NC_023319	Proteus	mirabilis
NC_023320	Proteus	mirabilis
NC_023321	Proteus	mirabilis
NC_023315	Escherichia	coli
NC_023323	Escherichia	coli
NC_023324	Escherichia	coli
NC_023326	Escherichia	coli
NC_023327	Escherichia	coli
NC_023328	Escherichia	coli
NC_023325	Escherichia	coli
NC_023331	Klebsiella	pneumoniae
NC_023332	Klebsiella	pneumoniae
NC_023333	Klebsiella	pneumoniae
NC_023334	Klebsiella	pneumoniae
NC_023910	Escherichia	coli
NC_023911	Raoultella	planticola
NC_023913	Enterococcus	faecalis
NC_023903	Klebsiella	pneumoniae
NC_023904	Klebsiella	pneumoniae
NC_023918	Clostridium	perfringens
NC_013034	Staphylococcus	aureus
NC_013952	Lactobacillus	paracasei
NC_011412	Clostridium	perfringens
NC_019038	Escherichia	coli
NC_019045	Escherichia	coli
NC_019046	Escherichia	coli
NC_019047	Escherichia	coli
NC_009133	Escherichia	coli
NC_019049	Escherichia	coli
NC_019050	Escherichia	coli
NC_019051	Escherichia	coli
NC_019052	Escherichia	coli
NC_019089	Escherichia	coli
NC_019090	Escherichia	coli
NC_019091	Escherichia	coli
NC_019308	Lactococcus	lactis
NC_019309	Pseudomonas	sp.
NC_017833	Streptomyces	sp.
NC_019319	Paracoccus	marcusii
NC_019321	Lactobacillus	plantarum
NC_019311	Acinetobacter	baumannii
NC_019312	Delftia	sp.
NC_019314	Paracoccus	marcusii
NC_019315	Paracoccus	haeundaensis
NC_019317	Streptomyces	sp.
NC_010868	Neisseria	lactamica
NC_010869	Neisseria	lactamica
NC_010906	Neisseria	lactamica
NC_010922	Neisseria	lactamica
NC_010923	Neisseria	lactamica
NC_010926	Neisseria	lactamica
NC_010928	Neisseria	lactamica
NC_010931	Neisseria	lactamica
NC_004758	Neisseria	meningitidis
NC_001735	[Enterobacter]	aerogenes
NC_014227	Pantoea	agglomerans
NC_005911	Hafnia	alvei
NC_016036	Morganella	morganii
NC_002632	Proteus	vulgaris
NC_003905	Proteus	vulgaris
NC_010375	Lactobacillus	sakei
NC_005073	Rhodococcus	erythropolis
NC_014913	Pseudonocardia	autotrophica
NC_005907	Sulfolobus	solfataricus
NC_015156	Vibrio	nigripulchritudo
NC_004853	Sulfolobus	islandicus
NC_006422	Sulfolobus	islandicus
NC_006423	Sulfolobus	islandicus
NC_006424	Sulfolobus	islandicus
NC_004985	Lactobacillus	acidophilus
NC_010464	Stenotrophomonas	maltophilia
NC_008442	Borrelia	duttonii
NC_002113	Nitrosomonas	sp.
NC_002114	Nitrosomonas	sp.
NC_006871	Staphylococcus	lentus
NC_002523	Serratia	entomophila
NC_001771	Sulfolobus	islandicus
NC_005917	Helicobacter	pylori
NC_006425	Sulfolobus	islandicus
NC_010887	Xanthomonas	axonopodis
NC_016000	Sphingobium	chungbukense
NC_011746	Deinococcus	radiopugnans
NC_010854	Candidatus	Phytoplasma
NC_010856	Candidatus	Phytoplasma
NC_010918	Candidatus	Phytoplasma
NC_010899	Vibrio	cholerae
NC_008353	Staphylococcus	haemolyticus
NC_007769	Staphylococcus	simulans
NC_020279	Edwardsiella	ictaluri
NC_001705	Bacillus	cereus
NC_005970	Escherichia	coli
NC_023906	Klebsiella	pneumoniae
NC_023908	Klebsiella	pneumoniae
NC_023909	Escherichia	coli
NC_023914	Enterobacter	cloacae
NC_023917	Clostridium	perfringens
NC_023905	Klebsiella	pneumoniae
NC_023901	Morganella	morganii
NC_024960	Escherichia	coli
NC_024961	Escherichia	coli
NC_024962	Escherichia	coli
NC_024965	Lactococcus	lactis
NC_024966	Staphylococcus	epidermidis
NC_024968	Escherichia	coli
NC_024969	Escherichia	coli
NC_024970	Streptomyces	aureofaciens
NC_024971	Streptomyces	rochei
NC_024972	Micrococcus	sp.
NC_024980	Escherichia	coli
NC_024981	Proteus	vulgaris
NC_024982	Proteus	mirabilis
NC_024984	Lactobacillus	plantarum
NC_024985	Lactobacillus	plantarum
NC_024998	Acidovorax	avenae
NC_025000	Acinetobacter	lwoffii
NC_025010	Escherichia	coli
NC_025012	Bacillus	cereus
NC_011396	Bacillus	licheniformis
NC_025013	Escherichia	coli
NC_010072	Yersinia	pestis
NC_025021	Escherichia	coli
NC_004854	Rhodococcus	equi
NC_002576	Rhodococcus	equi
NC_002137	Lactococcus	lactis
NC_007191	Lactococcus	lactis
NC_002193	Lactococcus	lactis
NC_005011	Staphylococcus	aureus
NC_004847	Lactococcus	lactis
NC_005706	Erwinia	amylovora
NC_001910	Buchnera	aphidicola
NC_005244	Pseudomonas	putida
NC_001845	Zymomonas	mobilis
NC_004922	Lactococcus	lactis
NC_002502	Lactococcus	lactis
NC_004955	Lactococcus	lactis
NC_004457	Zymomonas	mobilis
NC_005701	Zymomonas	mobilis
NC_010332	Collimonas	fungivorans
NC_004059	Bacillus	thuringiensis
NC_004164	Lactococcus	lactis
NC_004966	Lactococcus	lactis
NC_010865	Sinorhizobium	meliloti
NC_010982	Zymomonas	mobilis
NC_002091	Bacillus	thuringiensis
NC_011150	Rhodococcus	equi
NC_011151	Rhodococcus	equi
NC_010029	Chlamydia	trachomatis
NC_004446	Erwinia	amylovora
NC_009351	Vibrio	anguillarum
NC_013784	Zymomonas	mobilis
NC_013785	Zymomonas	mobilis
NC_013786	Zymomonas	mobilis
NC_013787	Zymomonas	mobilis
NC_013788	Zymomonas	mobilis
NC_014231	Escherichia	coli
NC_015509	Bhargavaea	cecembensis
NC_003486	Klebsiella	pneumoniae
NC_009666	Lactobacillus	plantarum
NC_011977	Escherichia	coli
NC_012813	Acinetobacter	baumannii
NC_012629	Chlamydia	trachomatis
NC_004991	Acetobacter	pasteurianus
NC_015712	Clostridium	perfringens
NC_015855	Pseudomonas	putida
NC_007202	Bacillus	thuringiensis
NC_009751	Lactococcus	lactis
NC_006821	Bacillus	thuringiensis
NC_001994	Staphylococcus	aureus
NC_002698	Shigella	flexneri
NC_017385	Ketogulonicigenium	vulgare
NC_017386	Ketogulonicigenium	vulgare
NC_004930	Lactococcus	lactis
NC_014232	Escherichia	coli
NC_014247	Rhodococcus	equi
NC_019255	[Pasteurella]	aerogenes
NC_019979	[Pasteurella]	aerogenes
NC_006145	Leuconostoc	mesenteroides
NC_001379	Lactobacillus	helveticus
NC_002102	Lactobacillus	helveticus
NC_012722	Lactobacillus	pentosus
NC_011839	Lactobacillus	gasseri
NC_001757	Lactobacillus	reuteri
NC_014553	Lactobacillus	reuteri
NC_004942	Lactobacillus	sakei
NC_010936	Lactobacillus	sakei
NC_011652	Lactobacillus	sakei
NC_011798	Lactobacillus	farciminis
NC_014255	Listeria	monocytogenes
NC_001787	Trueperella	pyogenes
NC_010908	Bifidobacterium	asteroides
NC_010877	Bifidobacterium	pseudolongum
NC_002522	Brevibacterium	linens
NC_001456	Corynebacterium	glutamicum
NC_001791	Corynebacterium	glutamicum
NC_002099	Corynebacterium	glutamicum
NC_002115	Corynebacterium	glutamicum
NC_010243	Corynebacterium	glutamicum
